,job_title,company_name,location,ctc_min(R$),ctc_max(R$),ctc_mean(R$),experience_min(years),experience_required(years),experience_mean(years),posted(days)
3537,Customer Relationship Specialist,HR Cosmo,Gurgaon,12706.0,0.0,6353.0,0,2,1.0,21
3538,Business Development Executive,Teamology Softech And Media Services Private Limited,Kolkata,12941.0,23529.0,18235.0,0,2,1.0,21
3539,Digital Marketing Manager,2.Oh! (Seasons & Soul Consumer Products Private Limited),Mumbai,14706.0,20588.0,17647.0,0,2,1.0,21
3540,Research Analyst,ALFA KPO Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
3541,Junior Operations Executive,Misrii Home Foods LLP,Jaipur,12706.0,14706.0,13706.0,0,2,1.0,21
3542,Academic Counselor,Cynosure Corporate Solutions,Work from home,11765.0,21176.0,16471.0,0,2,1.0,21
3543,Graphic Designer,Ekatra,Work from home,11765.0,12000.0,11882.0,0,2,1.0,21
3544,Image Editor/Photo Re-toucher,A And M Digi5 Studios Private Limited,Ghaziabad,11765.0,0.0,5882.0,0,2,1.0,21
3545,Receptionist,Suminter India Organics,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
3546,Back Office Executive,OSI Visa & Immigration,Ahmedabad,11765.0,12706.0,12235.0,0,2,1.0,21
3547,Accountant,Adaxx Media,Noida,11765.0,14118.0,12941.0,0,2,1.0,21
3548,Java Developer,CN Solutions,Mohali,41176.0,7647.0,24412.0,4,6,5.0,3
3549,Unity Game Developer,Durvesh Santosh Naik,Work from home,11765.0,14118.0,12941.0,0,2,1.0,21
3550,Graphic Designer,Du Dugital Global,Delhi,32353.0,41176.0,36765.0,0,5,2.5,21
3551,Junior Architect,M4A Designs Private Limited,Jaipur,11765.0,14706.0,13235.0,0,2,1.0,21
3552,Corporate Communications Specialist (Law Graduates),Manupatra Information Solutions Private Limited,Noida,17647.0,21176.0,19412.0,0,2,1.0,21
3553,Telecaller,Skinzest,Gurgaon,17647.0,21176.0,19412.0,0,2,1.0,21
3554,Associate Videographer,Madhu Gupta Makeovets,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,21
3555,Sales Associate,Pooja Shroff,Delhi,11765.0,12706.0,12235.0,0,2,1.0,21
3556,Digital Marketing Executive,IMARC,Noida,15294.0,17647.0,16471.0,0,2,1.0,21
3557,UX/UI Designer,Oloid.ai,Bangalore,17647.0,35294.0,26471.0,0,5,2.5,21
3558,Field Sales Executive,Uncle Sams Kitchen,Chennai,11765.0,14706.0,13235.0,0,2,1.0,21
3559,Graphic Designer,EvGracias,Hyderabad,11765.0,12941.0,12353.0,0,2,1.0,21
3560,Email Marketing Intern,UniAthena,"Mumbai, Nagpur, Pune",11765.0,14706.0,13235.0,0,2,1.0,21
3561,Data Intelligence Consultant,Binary Numbers,Mumbai,23529.0,35294.0,29412.0,0,5,2.5,21
3562,Business Development Executive,Nothing Before Coffee,Jaipur,14118.0,21176.0,17647.0,0,2,1.0,21
3563,Travel Consultant,Take A Break Holidays,Work from home,11765.0,14118.0,12941.0,0,2,1.0,21
3564,Telecaller,Propsoch,Bangalore,11765.0,0.0,5882.0,0,2,1.0,21
3565,Content Writer,Headsup Corporation,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3566,Sales Coordinator,Arham Technologies Limited,Raipur,11765.0,12588.0,12176.0,0,2,1.0,21
3567,Full Stack Developer,Stockarea,Chennai,29412.0,35294.0,32353.0,0,5,2.5,21
3568,Marketing Manager,Yog Love,Work from home,23529.0,29412.0,26471.0,0,5,2.5,21
3569,Administration Executive,Yog Love,Work from home,11765.0,14118.0,12941.0,0,2,1.0,21
3570,Human Resources (HR) Associate,Astro Arun Pandit,Noida,11765.0,14706.0,13235.0,0,2,1.0,21
3571,Associate Content Writer,GreyCampus,Work from home,17647.0,29412.0,23529.0,0,5,2.5,21
3572,Travel Consultant,Dream Tour Planner,Delhi,17647.0,0.0,8824.0,0,2,1.0,21
3573,Social Media Executive,Choisir Marketing,Delhi,11765.0,0.0,5882.0,0,2,1.0,21
3574,English Language Trainer,English Maestro,Work from home,11765.0,17647.0,14706.0,0,2,1.0,21
3575,Operations Executive,CN India Consulting Services Private Limited,Mumbai,11765.0,21176.0,16471.0,0,2,1.0,21
3576,Customer Service Associate,Skillgigs,Work from home,16471.0,17647.0,17059.0,0,2,1.0,21
3577,Junior Corporate Sales Executive,GlossNGlass,Bangalore,11765.0,20588.0,16176.0,0,2,1.0,21
3578,Telecaller,Awning Global Private Limited,"Gurgaon, Delhi",11765.0,23529.0,17647.0,0,2,1.0,21
3579,Assistant Store Manager,IndSide,Kolkata,11765.0,14706.0,13235.0,0,2,1.0,21
3580,Associate Technical Writer,Capillary Technologies,Bangalore,29412.0,47059.0,38235.0,0,5,2.5,21
3581,Accounts Executive,Constellation Blu,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3582,Center In Charge,Savram Foundation,Delhi,11765.0,14706.0,13235.0,0,2,1.0,21
3583,Corporate Sales Manager,"Gena HealthX Private Limited, India",Work from home,29412.0,47059.0,38235.0,0,5,2.5,21
3584,Digital Content Creator,Onroadz,Bangalore,13235.0,17647.0,15441.0,0,2,1.0,21
3585,Administration Executive,Ekostay,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3586,3D Graphic Designer,Return On Ideas Private Limited,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3587,Graphic Designer,Marketing Done Right,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3588,QA Engineer (App Tester),App Successor,Noida,17647.0,21176.0,19412.0,0,2,1.0,21
3589,Associate Accountant,Business Mitra Private Limited,Navi Mumbai,11765.0,12353.0,12059.0,0,2,1.0,21
3590,Social Media Manager - Fresher,Yog Love,Work from home,17647.0,0.0,8824.0,0,2,1.0,21
3591,Graphic Designer,INK PPT,Gurgaon,14118.0,21176.0,17647.0,0,2,1.0,21
3592,Admission Counselor,Marktecons,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3593,Admission Counselor,Dhwani Sangeet Mahavidyalaya,"Gurgaon, Delhi",12706.0,17647.0,15176.0,0,2,1.0,21
3594,Telecaller,Dhwani Sangeet Mahavidyalaya,"Delhi, Gurgaon",12706.0,17647.0,15176.0,0,2,1.0,21
3595,Customer Relations Executive,Talent Corner HR Services,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
3596,Manager - Business Development,CreditSutra,Karnataka,11765.0,0.0,5882.0,0,2,1.0,21
3597,Associate Counselor,UniAcco,Mumbai,14706.0,17647.0,16176.0,0,2,1.0,21
3598,Technical Support Specialist,BirdChime Technologies LLP,Work from home,17647.0,23529.0,20588.0,0,2,1.0,21
3599,Finance Analyst,Preferential Business Advisory Private Limited,"Pune, Chakan",35294.0,47059.0,41176.0,0,5,2.5,21
3600,Business Development Executive,Foreantech Labs Private Limited,Gurgaon,14118.0,17647.0,15882.0,0,2,1.0,21
3601,Maintenance Executive,Fusion Staffing,Greater Noida,13235.0,14706.0,13971.0,0,2,1.0,21
3602,Business Development Executive,UPSWIIT,"Gurgaon, Delhi",17647.0,29412.0,23529.0,0,5,2.5,21
3603,Billing Associate,Mithi Software Technologies Private Limited,Pune,17647.0,20588.0,19118.0,0,2,1.0,21
3604,Trainee - Data Collection,Markelytics Solutions India,Bangalore,11765.0,14706.0,13235.0,0,2,1.0,21
3605,Programme Coordinator (Life Skills Education Programme),Butterflies NGO,Udham Singh Nagar,21176.0,24706.0,22941.0,0,2,1.0,21
3606,Fashion Designer,Vodaplay India,"Noida, Delhi, Bangalore, Hyderabad, Kolkata, Mumbai",17647.0,29412.0,23529.0,0,5,2.5,21
3607,Digital Content Creator/Community Builder,Bulkpe,"Chennai, Madurai, Tamil Nadu",11765.0,17647.0,14706.0,0,2,1.0,21
3608,Electrical Engineer,JMJ Enterprises,Delhi,11765.0,29412.0,20588.0,0,5,2.5,21
3609,Senior Legal Associate,Dot Legal Private Limited - The Lawgical Buddy,Kanpur,11765.0,12353.0,12059.0,0,2,1.0,21
3610,Executive Assistant,Asmi,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,21
3611,Sales Consultant,PearVisa Immigration Service Private Limited,Bangalore,11765.0,19765.0,15765.0,0,2,1.0,21
3612,Documentation Executive,Aliens Group,Hyderabad,17647.0,23529.0,20588.0,0,2,1.0,21
3613,Front Desk Administrator,VIBES FITNESS,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,21
3614,Campus Recruiter,Storecode,Pune,11765.0,29412.0,20588.0,0,5,2.5,21
3615,Digital Marketing Executive,Grivaa Capital,Work from home,11765.0,14118.0,12941.0,0,2,1.0,21
3616,Medical Sales Representative,Sanjay Bhan,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,21
3617,Junior Business Development Executive,Goldfinch Technologies,Bangalore,11765.0,17647.0,14706.0,0,2,1.0,21
3618,Trainee Engineer,Aarcchor Innovations Private Limited,Pune,11765.0,17647.0,14706.0,0,2,1.0,21
3619,Marketing Manager,WhizJuniors,Mumbai,17647.0,24706.0,21176.0,0,2,1.0,21
3620,Sales Consultant,Uhomes.com,Mumbai,24706.0,47059.0,35882.0,0,5,2.5,21
3621,Sales Executive,IFAS Edutech,Pune,12000.0,12706.0,12353.0,0,2,1.0,21
3622,Video Editor,Auto Planet,Bangalore,17647.0,23529.0,20588.0,0,2,1.0,21
3623,Social Media Associate,SkillGenic Academy,Mumbai,12706.0,17647.0,15176.0,0,2,1.0,21
3624,Business Development Representative,Uplers Solution Private Limited,Work from home,17647.0,26471.0,22059.0,0,2,1.0,21
3625,Content Writer,IMARC,Noida,17647.0,24706.0,21176.0,0,2,1.0,21
3626,Junior Social Media Marketing Manager,Mandira Wirk,Delhi,15529.0,28235.0,21882.0,0,2,1.0,21
3627,Digital Marketing Associate,Prime Polygon,"Chandigarh, Panchkula, Mohali, Zirakpur",11765.0,17647.0,14706.0,0,2,1.0,21
3628,Junior Content Writer,Travlite Services Private Limited,Work from home,11765.0,14118.0,12941.0,0,2,1.0,21
3629,Business Development Executive,Buzzin Spots,Mumbai,17647.0,35294.0,26471.0,0,5,2.5,21
3630,Junior Social Media Marketing Manager,RS INTERNATIONAL,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3631,Site Coordinator,SetGo Kitchens & Consulting,Delhi,11765.0,14706.0,13235.0,0,2,1.0,21
3632,Senior WordPress Developer,VB Groups,"Anand, Gujarat",11765.0,17647.0,14706.0,0,2,1.0,21
3633,Assistant Photographer,Amita Morye,Thane,11765.0,17647.0,14706.0,0,2,1.0,21
3634,Mechanical Engineer,Source Integreta,Noida,11765.0,0.0,5882.0,0,2,1.0,21
3635,HR & Administration Executive,Vibrant Publishers,Mumbai,11765.0,23529.0,17647.0,0,2,1.0,21
3636,Associate Content Writer,OTFCoder,Ahmedabad,11765.0,14706.0,13235.0,0,2,1.0,21
3637,Inside Sales - Marketing Executive,JossMin Valves And Automations Private Limited,Vasai,11765.0,0.0,5882.0,0,2,1.0,21
3638,Business Development Executive,Marketysers Consulting,Pune,20294.0,23529.0,21912.0,0,2,1.0,21
3639,Administration Manager,Ranjith AR,Chennai,14118.0,17647.0,15882.0,0,2,1.0,21
3640,Fashion Accessories Product Designer,Dein Kleider,Delhi,11765.0,0.0,5882.0,0,2,1.0,21
3641,Business Development Manager,The Digital Tantra,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3642,Senior Telecaller,Subinfra Project Management Private Limited,Gurgaon,11765.0,11765.0,11765.0,0,2,1.0,21
3643,3D Printing Specialist,Light And Shadow,Delhi,14118.0,17647.0,15882.0,0,2,1.0,21
3644,Digital Marketing Manager,Eight Herbs Biz Technologys LLP,"Delhi, Agra",17647.0,23529.0,20588.0,0,2,1.0,21
3645,Service Technician Engineer,Raft Motors Private Limited,"Vasai, Vasai-Virar",11765.0,14118.0,12941.0,0,2,1.0,21
3646,Business Development Executive,Wishfin,Noida,11765.0,12941.0,12353.0,0,2,1.0,21
3647,Junior Social Media Marketing Associate,Shilpa Panjabi Haute Couture,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3648,Sales Executive,Flaviant Network Private Limited,Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,21
3649,Social Media Executive,LOFT 17,Indore,11765.0,13235.0,12500.0,0,2,1.0,21
3650,Senior Customer Service Associate,Apaizers,Work from home,11765.0,14706.0,13235.0,0,2,1.0,21
3651,Telecaller,Talent Corner HR Services,Mumbai,11765.0,14118.0,12941.0,0,2,1.0,21
3652,Education Sales Counselor,DePioneer Education Overseas,Delhi,14118.0,0.0,7059.0,0,2,1.0,21
3653,US IT Recruiter,Infinite Computing Systems,Mumbai,14706.0,17647.0,16176.0,0,2,1.0,21
3654,Search Engine Optimization (SEO) Associate,Neon Digital Media,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3655,Junior Search Engine Optimization (SEO) Executive,Huptech Web Private Limited,Ahmedabad,11765.0,17647.0,14706.0,0,2,1.0,21
3656,Junior System Administrator,YouWin Technologies,Pune,11765.0,14706.0,13235.0,0,2,1.0,21
3657,Associate PHP Developer,Metricoid Technology Solutions Private Limited,Work from home,11765.0,12941.0,12353.0,0,2,1.0,21
3658,Business Development Executive,AMB Logistic,Mumbai,17647.0,23529.0,20588.0,0,2,1.0,21
3659,STEM/Robotics - Mentor/Trainer,STEMMANTRA TECHNOLOGIES PRIVATE LIMITED,"Gurgaon, Patna",11765.0,17647.0,14706.0,0,2,1.0,21
3660,Content Writer,Ludo Ventures Private Limited,Noida,11765.0,12353.0,12059.0,0,2,1.0,21
3661,Sales & Marketing,SMR Securities,Gurgaon,11765.0,12353.0,12059.0,0,2,1.0,21
3662,Admin,Possible Growth,Ahmedabad,11765.0,0.0,5882.0,0,2,1.0,21
3663,Business Development Executive,Bulk Box,Gurgaon,11765.0,21176.0,16471.0,0,2,1.0,21
3664,Assistant Manager - Accounts & Taxation,Mindfree Business Consulting Private Limited,Noida,11765.0,17647.0,14706.0,0,2,1.0,21
3665,Coordinator,Kruti Retail Ventures LLP,Bhubaneswar,11765.0,12353.0,12059.0,0,2,1.0,21
3666,Business Development Executive,Neuronimbus Software Services Private Limited,"Delhi, Gurgaon, Noida",11765.0,23529.0,17647.0,0,2,1.0,21
3667,Junior Policy Research Associate,Swasti Associates,Work from home,17647.0,21176.0,19412.0,0,2,1.0,21
3668,Community Manager,Bootstart Spaces And Hospitality Private Limited,Sanjay Nagar,14118.0,17647.0,15882.0,0,2,1.0,21
3669,Management Trainee,INXS Creations Private Limited,Delhi,14706.0,20588.0,17647.0,0,2,1.0,21
3670,Marketing Officer,Same Page,"Bhopal, Ahmedabad, Jaipur",11765.0,17647.0,14706.0,0,2,1.0,21
3671,Chief Of Staff,Ayeshaa P,Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3672,Videographer,Purple Heron Hospitals,Jaipur,11765.0,14118.0,12941.0,0,2,1.0,21
3673,Technical Support Engineer Associate,Mithi Software Technologies Private Limited,Pune,17647.0,20588.0,19118.0,0,2,1.0,21
3674,Human Resources (HR) Associate,Center For Business And Technology,Jaipur,11765.0,17647.0,14706.0,0,2,1.0,21
3675,Telecaller,Seetaram Foundation,Jaipur,11765.0,14706.0,13235.0,0,2,1.0,21
3676,MULTIMEDIA SPECIALIST,Msquare Automation Solutions Private Limited,Kozhikode,17647.0,29412.0,23529.0,0,5,2.5,21
3677,Business Development Executive,Quazma Techno Solutions,"Dewas, Indore",11765.0,20588.0,16176.0,0,2,1.0,21
3678,Project Manager,All India Hope Line Welfare Charitable Youth Society,Work from home,11765.0,17647.0,14706.0,0,2,1.0,21
3679,Business Development Executive,UFaber Edutech,Work from home,11765.0,14706.0,13235.0,0,2,1.0,21
3680,Content Writer,Mgadz Inc,Work from home,11765.0,14706.0,13235.0,0,2,1.0,21
3681,Senior Digital Marketing Manager,Nayi Value,Delhi,29412.0,7059.0,18235.0,0,5,2.5,21
3682,Associate Counselor - Sales,UniAcco,Mumbai,11765.0,23294.0,17529.0,0,2,1.0,21
3683,Senior Sales Manager,All Is Well,"Bangalore, Mumbai",47059.0,0.0,23529.0,0,5,2.5,21
3684,Subject Matter Expert - Chemical Engineering,Vaidik EduServices Private Limited,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3685,Junior Front End Developer,Trade Brains,Bangalore,20000.0,23529.0,21765.0,0,2,1.0,21
3686,Business Development Associate,Mastork Technologies,Delhi,11765.0,18824.0,15294.0,0,2,1.0,21
3687,Web Designer,Contour Education,Work from home,29412.0,0.0,14706.0,0,5,2.5,21
3688,Business Development Executive,Astroscience Technology Private Limited,Delhi,14118.0,17647.0,15882.0,0,2,1.0,21
3689,Corporate Sales Executive,Bellator Media Private Limited,"Delhi, Gurgaon",11765.0,29412.0,20588.0,0,5,2.5,21
3690,Junior Java Developer,Triveous,Work from home,26471.0,47059.0,36765.0,0,5,2.5,21
3691,Graphic Designer,UnORG Vendor Solutions Private Limited,Lucknow,17647.0,41176.0,29412.0,0,5,2.5,21
3692,Python/PHP Developer,Impresio Studio,Noida,21176.0,56471.0,38824.0,0,5,2.5,21
3693,Travel & Tourism Executive,Accretion Aviation,Indore,14118.0,0.0,7059.0,0,2,1.0,21
3694,Business Development Associate,Carquick,Delhi,11765.0,14118.0,12941.0,0,2,1.0,21
3695,Project Management Executive,Frequent Research Fieldwork Solutions Private Limited,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3696,Content Writer,Enterprise Monkey,"Gaziapur, Noida, Greater Noida, Delhi",11765.0,14706.0,13235.0,0,2,1.0,21
3697,Photographer & Videographer,Gujarat Petrochemicals Limited,Delhi,11765.0,12941.0,12353.0,0,2,1.0,21
3698,Human Resources (HR) Executive,Ekostay,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3699,Business Development Executive,MoneyyApp,Jaipur,11765.0,14118.0,12941.0,0,2,1.0,21
3700,Human Resource Business Partner - HRBP,Codera Academy,Work from home,23529.0,24706.0,24118.0,0,2,1.0,21
3701,Web Developer,Euro Dreams Eduverseas Private Limited,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3702,Associate Telecaller,Digital Mechanics Global,Delhi,11765.0,14706.0,13235.0,0,2,1.0,21
3703,Business Development Executive,Clothing And Merchandise,Raipur,23529.0,35294.0,29412.0,0,5,2.5,21
3704,Junior Accounts Executive,Kalpesh Abhani,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3705,Operations Executive,The Snack Company,Bangalore,11765.0,0.0,5882.0,0,2,1.0,21
3706,Human Resources (HR) Executive,Auto Mechanics,Work from home,14706.0,17647.0,16176.0,0,2,1.0,21
3707,Quality Checker (Chegg) - PCMB And Commerce,Solvitude,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3708,Subject Matter Expert (SME) - Mathematics,Solvitude,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3709,Subject Matter Expert (SME)/Teacher - Earth Science/Geology,Solvitude,Work from home,11765.0,12353.0,12059.0,0,2,1.0,21
3710,Operations Manager,Grivaa Capital,Work from home,11765.0,16471.0,14118.0,0,2,1.0,21
3711,Content Writer,OtakuKart,Work from home,24706.0,25294.0,25000.0,0,2,1.0,21
3712,Automation Tester,Creators Lab India Private Limited,Work from home,23529.0,29412.0,26471.0,0,5,2.5,21
3713,Mathematics Faculty,ROBUST RESULTS PRIVATE LIMITED,Noida,11765.0,35294.0,23529.0,0,5,2.5,21
3714,Customer Support Executive,Creators Lab India Private Limited,Chennai,14706.0,17647.0,16176.0,0,2,1.0,21
3715,Telecaller,"Looxdo LLC (Sharjah, United Arab Emirates)",Work from home,11765.0,0.0,5882.0,0,2,1.0,21
3716,Graphic Designer,Smart E Invites Private Limited,Jaipur,11765.0,12941.0,12353.0,0,2,1.0,21
3717,Client Acquisition Associate,Cobble Stone Private Limited,Delhi,11765.0,13529.0,12647.0,0,2,1.0,21
3718,Field Sales Executive,Floss Dental,Work from home,11765.0,18824.0,15294.0,0,2,1.0,21
3719,Marketing Executive,Comet Bengaluru,Bangalore,17647.0,21176.0,19412.0,0,2,1.0,21
3720,Human Resources (HR) Manager,PassionMojo Private Limited,Work from home,11765.0,14118.0,12941.0,0,2,1.0,21
3721,Associate UI/UX Designer,Earnest Fintech Limited,Work from home,17647.0,21176.0,19412.0,0,2,1.0,21
3722,Software Developer,Embrate Technologies,Work from home,29412.0,41176.0,35294.0,0,5,2.5,21
3723,Customer Service Executive,Laviche Bath Essentials,Gurgaon,11765.0,17647.0,14706.0,0,2,1.0,21
3724,Content & E-commerce Management Executive,Noori By Nikita,Ghaziabad,11765.0,0.0,5882.0,0,2,1.0,21
3725,Virtual Relationship Manager,Hindustan Recruitment,Mumbai,17647.0,29412.0,23529.0,0,5,2.5,21
3726,Digital Marketing Specialist,Oneto7 Safety Nets LLP,Work from home,12941.0,14706.0,13824.0,0,2,1.0,21
3727,Junior Architect,Jahanavi Kakar,Delhi,11765.0,17647.0,14706.0,0,2,1.0,21
3728,Junior Manufacturing Engineer,Mahalasa Medical Technology,Bangalore,11765.0,14706.0,13235.0,0,2,1.0,21
3729,Founder Assistant,Macgence Technologies (OPC) Private Limited,Noida,17647.0,21176.0,19412.0,0,2,1.0,21
3730,Junior Graphic Designer,Veni Vidi Vici,"Navi Mumbai, Turbhe, Vashi",11765.0,23529.0,17647.0,0,2,1.0,21
3731,Corporate Sales Executive,Glambox Xperience & Xpositions,Thane,11765.0,14706.0,13235.0,0,2,1.0,21
3732,Animator Graphic Designer,Redwood Algorithms,Work from home,11765.0,29412.0,20588.0,0,5,2.5,21
3733,Associate Accountant,Navin Nishar & Associates,Mumbai,11765.0,0.0,5882.0,0,2,1.0,21
3734,Customer Executive,Seraphyq Futureverse,Mumbai,11765.0,16471.0,14118.0,0,2,1.0,21
3735,Spanish Translator,CoreFlex Solutions Private Limited,Pune,20588.0,26471.0,23529.0,0,2,1.0,21
3736,Graphic Designer,Irenic Events Private Limited,Mumbai,21176.0,0.0,10588.0,0,2,1.0,21
3737,Senior Software Developer,Aryaman Technologies Private Limited,Pune,17647.0,23529.0,20588.0,0,2,1.0,21
3738,Education Counselor,Direct Admission Group,Work from home,11765.0,24706.0,18235.0,0,2,1.0,21
3739,HR Associate,Glam21 (Cosmoline Exim LLP),Delhi,17647.0,23529.0,20588.0,0,2,1.0,21
3740,Recruiter,Barnala Realtech Group (Riverdale Apartments),Mohali,11765.0,16235.0,14000.0,0,2,1.0,21
3741,Junior Operations Executive,Vplak,Gurgaon,11765.0,23529.0,17647.0,0,2,1.0,21
3742,Social Media Executive,Tabi,Faridabad,11765.0,17647.0,14706.0,0,2,1.0,21
3743,Associate Chartered Accountant (CA),Nisha Patel & Associates,"Kalol, Rajasthan, Ahmedabad",11765.0,14706.0,13235.0,0,2,1.0,21
3744,Production Floor Supervisor,Technova Tapes India Private Limited,Bangalore,14706.0,23529.0,19118.0,0,2,1.0,21
3745,Linux Engineer,Shopsky Store Private Limited,Chennai,17647.0,0.0,8824.0,0,2,1.0,21
3746,Senior Customer Success Executive,Xobin Technologies Private Limited,Mumbai,26471.0,38235.0,32353.0,0,5,2.5,21
3747,Executive Assistant,Growthvine Capital,Gurgaon,11765.0,13235.0,12500.0,0,2,1.0,21
3748,Talent Acquisition Consultant,IBU Consulting,Gurgaon,11765.0,0.0,5882.0,0,2,1.0,21
3749,Customer Care Executive,Learn Edge,"Delhi, Gurgaon, Noida",11765.0,29412.0,20588.0,0,5,2.5,21
3750,Junior Search Engine Optimization (SEO) Executive,UTSAV (Royal Trading Company),Delhi,14706.0,17647.0,16176.0,0,2,1.0,21
3751,Business Development Manager,Aviconn Solutions Private Limited,Gurgaon,11765.0,29412.0,20588.0,0,5,2.5,21
